{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.997397628950822, 'speedup_best_over_ref': 0.997397628950822, 'xsmm_custom_avg': 10.490433333333332, 'xsmm_custom_best': 10.490433333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.463133333333333, 'xsmm_reference_best': 10.463133333333333, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0011051866546996, 'speedup_best_over_ref': 1.0011051866546996, 'xsmm_custom_avg': 19.423566666666666, 'xsmm_custom_best': 19.423566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.445033333333335, 'xsmm_reference_best': 19.445033333333335, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9988318000226699, 'speedup_best_over_ref': 0.9988318000226699, 'xsmm_custom_avg': 28.819266666666667, 'xsmm_custom_best': 28.819266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.7856, 'xsmm_reference_best': 28.7856, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0221239227118082, 'speedup_best_over_ref': 1.0221239227118082, 'xsmm_custom_avg': 45.92163333333333, 'xsmm_custom_best': 45.92163333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 46.937599999999996, 'xsmm_reference_best': 46.937599999999996, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0991555930382138, 'speedup_best_over_ref': 1.0991555930382138, 'xsmm_custom_avg': 82.7642, 'xsmm_custom_best': 82.7642, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 90.97073333333333, 'xsmm_reference_best': 90.97073333333333, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9781569768777748, 'speedup_best_over_ref': 0.9781569768777748, 'xsmm_custom_avg': 163.9303, 'xsmm_custom_best': 163.9303, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 160.34956666666668, 'xsmm_reference_best': 160.34956666666668, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9870153780862271, 'speedup_best_over_ref': 0.9870153780862271, 'xsmm_custom_avg': 10.681866666666668, 'xsmm_custom_best': 10.681866666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.543166666666668, 'xsmm_reference_best': 10.543166666666668, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0400029653255802, 'speedup_best_over_ref': 1.0400029653255802, 'xsmm_custom_avg': 18.435299999999998, 'xsmm_custom_best': 18.435299999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.172766666666668, 'xsmm_reference_best': 19.172766666666668, 'xsmm_reference_cpu_freq': 2.999839, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9327353802164886, 'speedup_best_over_ref': 0.9327353802164886, 'xsmm_custom_avg': 29.378, 'xsmm_custom_best': 29.378, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 27.4019, 'xsmm_reference_best': 27.4019, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0556093559689146, 'speedup_best_over_ref': 1.0556093559689146, 'xsmm_custom_avg': 45.67636666666667, 'xsmm_custom_best': 45.67636666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 48.2164, 'xsmm_reference_best': 48.2164, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9987124924432839, 'speedup_best_over_ref': 0.9987124924432839, 'xsmm_custom_avg': 82.8733, 'xsmm_custom_best': 82.8733, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 82.7666, 'xsmm_reference_best': 82.7666, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'sparse'}
