{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9801334686471691, 'speedup_best_over_ref': 0.9801334686471691, 'xsmm_custom_avg': 7.5873, 'xsmm_custom_best': 7.5873, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.436566666666666, 'xsmm_reference_best': 7.436566666666666, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.790224909287236, 'speedup_best_over_ref': 0.790224909287236, 'xsmm_custom_avg': 13.706266666666666, 'xsmm_custom_best': 13.706266666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.831033333333332, 'xsmm_reference_best': 10.831033333333332, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8778075268782767, 'speedup_best_over_ref': 0.8778075268782767, 'xsmm_custom_avg': 20.816066666666664, 'xsmm_custom_best': 20.816066666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.272499999999997, 'xsmm_reference_best': 18.272499999999997, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0001138983749178, 'speedup_best_over_ref': 1.0001138983749178, 'xsmm_custom_avg': 33.65573333333334, 'xsmm_custom_best': 33.65573333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 33.65956666666667, 'xsmm_reference_best': 33.65956666666667, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.86665677789238, 'speedup_best_over_ref': 0.86665677789238, 'xsmm_custom_avg': 86.96730000000001, 'xsmm_custom_best': 86.96730000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 75.37079999999999, 'xsmm_reference_best': 75.37079999999999, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8199076762353857, 'speedup_best_over_ref': 0.8199076762353857, 'xsmm_custom_avg': 225.20023333333333, 'xsmm_custom_best': 225.20023333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 184.64339999999999, 'xsmm_reference_best': 184.64339999999999, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9880340483369392, 'speedup_best_over_ref': 0.9880340483369392, 'xsmm_custom_avg': 7.749766666666667, 'xsmm_custom_best': 7.749766666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.657033333333334, 'xsmm_reference_best': 7.657033333333334, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7956257994250471, 'speedup_best_over_ref': 0.7956257994250471, 'xsmm_custom_avg': 13.1605, 'xsmm_custom_best': 13.1605, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.470833333333333, 'xsmm_reference_best': 10.470833333333333, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8440449892660464, 'speedup_best_over_ref': 0.8440449892660464, 'xsmm_custom_avg': 21.42733333333333, 'xsmm_custom_best': 21.42733333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.08563333333333, 'xsmm_reference_best': 18.08563333333333, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0298347160909185, 'speedup_best_over_ref': 1.0298347160909185, 'xsmm_custom_avg': 33.487833333333334, 'xsmm_custom_best': 33.487833333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.48693333333333, 'xsmm_reference_best': 34.48693333333333, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8292316634862996, 'speedup_best_over_ref': 0.8292316634862996, 'xsmm_custom_avg': 86.3632, 'xsmm_custom_best': 86.3632, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 71.6151, 'xsmm_reference_best': 71.6151, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'sparse'}
