{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9770783109963288, 'speedup_best_over_ref': 0.9770783109963288, 'xsmm_custom_avg': 7.563433333333333, 'xsmm_custom_best': 7.563433333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.390066666666667, 'xsmm_reference_best': 7.390066666666667, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7813720893889671, 'speedup_best_over_ref': 0.7813720893889671, 'xsmm_custom_avg': 13.6512, 'xsmm_custom_best': 13.6512, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.666666666666666, 'xsmm_reference_best': 10.666666666666666, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8787262466089142, 'speedup_best_over_ref': 0.8787262466089142, 'xsmm_custom_avg': 21.109266666666667, 'xsmm_custom_best': 21.109266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.549266666666664, 'xsmm_reference_best': 18.549266666666664, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0073915851469133, 'speedup_best_over_ref': 1.0073915851469133, 'xsmm_custom_avg': 33.7546, 'xsmm_custom_best': 33.7546, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.0041, 'xsmm_reference_best': 34.0041, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8638951290724061, 'speedup_best_over_ref': 0.8638951290724061, 'xsmm_custom_avg': 88.03456666666666, 'xsmm_custom_best': 88.03456666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 76.05263333333333, 'xsmm_reference_best': 76.05263333333333, 'xsmm_reference_cpu_freq': 2.999962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8099303738545582, 'speedup_best_over_ref': 0.8099303738545582, 'xsmm_custom_avg': 229.72213333333332, 'xsmm_custom_best': 229.72213333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 186.05893333333333, 'xsmm_reference_best': 186.05893333333333, 'xsmm_reference_cpu_freq': 2.999805, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9764757364874624, 'speedup_best_over_ref': 0.9764757364874624, 'xsmm_custom_avg': 7.8458, 'xsmm_custom_best': 7.8458, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.661233333333333, 'xsmm_reference_best': 7.661233333333333, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7837659936395237, 'speedup_best_over_ref': 0.7837659936395237, 'xsmm_custom_avg': 13.520999999999999, 'xsmm_custom_best': 13.520999999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.597299999999999, 'xsmm_reference_best': 10.597299999999999, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8401962079929105, 'speedup_best_over_ref': 0.8401962079929105, 'xsmm_custom_avg': 21.439833333333333, 'xsmm_custom_best': 21.439833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.01366666666667, 'xsmm_reference_best': 18.01366666666667, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0263539968809985, 'speedup_best_over_ref': 1.0263539968809985, 'xsmm_custom_avg': 34.07073333333333, 'xsmm_custom_best': 34.07073333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.96863333333333, 'xsmm_reference_best': 34.96863333333333, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8248128180777382, 'speedup_best_over_ref': 0.8248128180777382, 'xsmm_custom_avg': 87.43276666666667, 'xsmm_custom_best': 87.43276666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 72.11566666666667, 'xsmm_reference_best': 72.11566666666667, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'sparse'}
