{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0026790063321966, 'speedup_best_over_ref': 1.0026790063321966, 'xsmm_custom_avg': 4.242866666666667, 'xsmm_custom_best': 4.242866666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.2542333333333335, 'xsmm_reference_best': 4.2542333333333335, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0192081898015621, 'speedup_best_over_ref': 1.0192081898015621, 'xsmm_custom_avg': 6.870333333333334, 'xsmm_custom_best': 6.870333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.002299999999999, 'xsmm_reference_best': 7.002299999999999, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9963301483870387, 'speedup_best_over_ref': 0.9963301483870387, 'xsmm_custom_avg': 11.090366666666666, 'xsmm_custom_best': 11.090366666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.049666666666667, 'xsmm_reference_best': 11.049666666666667, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9930750305539445, 'speedup_best_over_ref': 0.9930750305539445, 'xsmm_custom_avg': 18.7919, 'xsmm_custom_best': 18.7919, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.66176666666667, 'xsmm_reference_best': 18.66176666666667, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.1016206933982147, 'speedup_best_over_ref': 1.1016206933982147, 'xsmm_custom_avg': 34.08623333333333, 'xsmm_custom_best': 34.08623333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 37.5501, 'xsmm_reference_best': 37.5501, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9733805123967427, 'speedup_best_over_ref': 0.9733805123967427, 'xsmm_custom_avg': 68.09046666666667, 'xsmm_custom_best': 68.09046666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 66.27793333333334, 'xsmm_reference_best': 66.27793333333334, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0002218041087299, 'speedup_best_over_ref': 1.0002218041087299, 'xsmm_custom_avg': 4.3582, 'xsmm_custom_best': 4.3582, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.359166666666667, 'xsmm_reference_best': 4.359166666666667, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0146699393110876, 'speedup_best_over_ref': 1.0146699393110876, 'xsmm_custom_avg': 6.437200000000001, 'xsmm_custom_best': 6.437200000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.531633333333334, 'xsmm_reference_best': 6.531633333333334, 'xsmm_reference_cpu_freq': 2.999853, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9480832974121914, 'speedup_best_over_ref': 0.9480832974121914, 'xsmm_custom_avg': 11.212833333333332, 'xsmm_custom_best': 11.212833333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.6307, 'xsmm_reference_best': 10.6307, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0508143192624375, 'speedup_best_over_ref': 1.0508143192624375, 'xsmm_custom_avg': 18.395733333333332, 'xsmm_custom_best': 18.395733333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.330499999999997, 'xsmm_reference_best': 19.330499999999997, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.990806612095747, 'speedup_best_over_ref': 0.990806612095747, 'xsmm_custom_avg': 33.97006666666667, 'xsmm_custom_best': 33.97006666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 33.65776666666667, 'xsmm_reference_best': 33.65776666666667, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 7.242875867689791, 'speedup_best_over_ref': 7.242875867689791, 'xsmm_custom_avg': 68.5873, 'xsmm_custom_best': 68.5873, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 496.7693, 'xsmm_reference_best': 496.7693, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_64_p_0.05_uniq_256.txt', 'size_n': 33600, 'speedup_avg_over_ref': 2.8191536643026, 'speedup_best_over_ref': 2.8191536643026, 'xsmm_custom_avg': 7.05, 'xsmm_custom_best': 7.05, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.87503333333333, 'xsmm_reference_best': 19.87503333333333, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_128_p_0.05_uniq_256.txt', 'size_n': 33600, 'speedup_avg_over_ref': 3.2334975310381626, 'speedup_best_over_ref': 3.2334975310381626, 'xsmm_custom_avg': 11.118033333333335, 'xsmm_custom_best': 11.118033333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.95013333333333, 'xsmm_reference_best': 35.95013333333333, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_256_p_0.05_uniq_256.txt', 'size_n': 33600, 'speedup_avg_over_ref': 4.369044912036877, 'speedup_best_over_ref': 4.369044912036877, 'xsmm_custom_avg': 18.323966666666667, 'xsmm_custom_best': 18.323966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 80.05823333333333, 'xsmm_reference_best': 80.05823333333333, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_512_p_0.05_uniq_256.txt', 'size_n': 33600, 'speedup_avg_over_ref': 6.1642247473733, 'speedup_best_over_ref': 6.1642247473733, 'xsmm_custom_avg': 34.01923333333333, 'xsmm_custom_best': 34.01923333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 209.7022, 'xsmm_reference_best': 209.7022, 'xsmm_reference_cpu_freq': 2.999862, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_1024_p_0.05_uniq_256.txt', 'size_n': 33600, 'speedup_avg_over_ref': 7.194198832329691, 'speedup_best_over_ref': 7.194198832329691, 'xsmm_custom_avg': 69.02633333333333, 'xsmm_custom_best': 69.02633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 496.58916666666664, 'xsmm_reference_best': 496.58916666666664, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.009292591894823, 'speedup_best_over_ref': 1.009292591894823, 'xsmm_custom_avg': 6.546433333333334, 'xsmm_custom_best': 6.546433333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.607266666666666, 'xsmm_reference_best': 6.607266666666666, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0999755859375, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.1_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.7192698548357324, 'speedup_best_over_ref': 0.7192698548357324, 'xsmm_custom_avg': 13.182766666666668, 'xsmm_custom_best': 13.182766666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.481966666666665, 'xsmm_reference_best': 9.481966666666665, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.199951171875, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.2_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.7160560325608107, 'speedup_best_over_ref': 0.7160560325608107, 'xsmm_custom_avg': 18.689133333333334, 'xsmm_custom_best': 18.689133333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 13.382466666666668, 'xsmm_reference_best': 13.382466666666668, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 4915, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.29998779296875, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.3_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9466009826087534, 'speedup_best_over_ref': 0.9466009826087534, 'xsmm_custom_avg': 25.137166666666666, 'xsmm_custom_best': 25.137166666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.794866666666667, 'xsmm_reference_best': 23.794866666666667, 'xsmm_reference_cpu_freq': 2.999805, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.39996337890625, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.4_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0960799768631666, 'speedup_best_over_ref': 1.0960799768631666, 'xsmm_custom_avg': 32.732800000000005, 'xsmm_custom_best': 32.732800000000005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.877766666666666, 'xsmm_reference_best': 35.877766666666666, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'dense'}
