{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0242936011206367, 'speedup_best_over_ref': 1.0242936011206367, 'xsmm_custom_avg': 0.9304233333333334, 'xsmm_custom_best': 0.9304233333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9530266666666667, 'xsmm_reference_best': 0.9530266666666667, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.1000939810540848, 'speedup_best_over_ref': 1.1000939810540848, 'xsmm_custom_avg': 0.40079, 'xsmm_custom_best': 0.40079, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.4409066666666666, 'xsmm_reference_best': 0.4409066666666666, 'xsmm_reference_cpu_freq': 2.999832, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.033808751257413, 'speedup_best_over_ref': 1.033808751257413, 'xsmm_custom_avg': 0.9841633333333334, 'xsmm_custom_best': 0.9841633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0174366666666665, 'xsmm_reference_best': 1.0174366666666665, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.090180310880829, 'speedup_best_over_ref': 1.090180310880829, 'xsmm_custom_avg': 0.40208333333333335, 'xsmm_custom_best': 0.40208333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.4383433333333333, 'xsmm_reference_best': 0.4383433333333333, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0243248102995646, 'speedup_best_over_ref': 1.0243248102995646, 'xsmm_custom_avg': 0.9269000000000002, 'xsmm_custom_best': 0.9269000000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9494466666666667, 'xsmm_reference_best': 0.9494466666666667, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0235041753339238, 'speedup_best_over_ref': 1.0235041753339238, 'xsmm_custom_avg': 2.104023333333333, 'xsmm_custom_best': 2.104023333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.1534766666666667, 'xsmm_reference_best': 2.1534766666666667, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0245151459265922, 'speedup_best_over_ref': 1.0245151459265922, 'xsmm_custom_avg': 1.7893700000000001, 'xsmm_custom_best': 1.7893700000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8332366666666666, 'xsmm_reference_best': 1.8332366666666666, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0582730263902278, 'speedup_best_over_ref': 1.0582730263902278, 'xsmm_custom_avg': 3.6825500000000004, 'xsmm_custom_best': 3.6825500000000004, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8971433333333336, 'xsmm_reference_best': 3.8971433333333336, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0031613391355472, 'speedup_best_over_ref': 1.0031613391355472, 'xsmm_custom_avg': 2.76676, 'xsmm_custom_best': 2.76676, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.775506666666667, 'xsmm_reference_best': 2.775506666666667, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0541896435490696, 'speedup_best_over_ref': 1.0541896435490696, 'xsmm_custom_avg': 3.134793333333333, 'xsmm_custom_best': 3.134793333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.3046666666666664, 'xsmm_reference_best': 3.3046666666666664, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0775507783173113, 'speedup_best_over_ref': 1.0775507783173113, 'xsmm_custom_avg': 2.13559, 'xsmm_custom_best': 2.13559, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.301206666666667, 'xsmm_reference_best': 2.301206666666667, 'xsmm_reference_cpu_freq': 2.999843, 'xsmm_reference_kernel_type': 'wide-sparse'}
