{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0364200297613713, 'speedup_best_over_ref': 1.0364200297613713, 'xsmm_custom_avg': 0.9296166666666666, 'xsmm_custom_best': 0.9296166666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9634733333333334, 'xsmm_reference_best': 0.9634733333333334, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0938905095536107, 'speedup_best_over_ref': 1.0938905095536107, 'xsmm_custom_avg': 0.40107, 'xsmm_custom_best': 0.40107, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.43872666666666665, 'xsmm_reference_best': 0.43872666666666665, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0322595946967001, 'speedup_best_over_ref': 1.0322595946967001, 'xsmm_custom_avg': 0.98379, 'xsmm_custom_best': 0.98379, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0155266666666667, 'xsmm_reference_best': 1.0155266666666667, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.08982532352868, 'speedup_best_over_ref': 1.08982532352868, 'xsmm_custom_avg': 0.4020766666666668, 'xsmm_custom_best': 0.4020766666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.4381933333333333, 'xsmm_reference_best': 0.4381933333333333, 'xsmm_reference_cpu_freq': 2.999839, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0253895291121757, 'speedup_best_over_ref': 1.0253895291121757, 'xsmm_custom_avg': 0.92676, 'xsmm_custom_best': 0.92676, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.95029, 'xsmm_reference_best': 0.95029, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0264813872817713, 'speedup_best_over_ref': 1.0264813872817713, 'xsmm_custom_avg': 2.1034900000000003, 'xsmm_custom_best': 2.1034900000000003, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.1591933333333335, 'xsmm_reference_best': 2.1591933333333335, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9773623252507122, 'speedup_best_over_ref': 0.9773623252507122, 'xsmm_custom_avg': 1.8238033333333337, 'xsmm_custom_best': 1.8238033333333337, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7825166666666667, 'xsmm_reference_best': 1.7825166666666667, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9972037809744215, 'speedup_best_over_ref': 0.9972037809744215, 'xsmm_custom_avg': 3.838516666666667, 'xsmm_custom_best': 3.838516666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8277833333333335, 'xsmm_reference_best': 3.8277833333333335, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9249936708375209, 'speedup_best_over_ref': 0.9249936708375209, 'xsmm_custom_avg': 3.0414766666666666, 'xsmm_custom_best': 3.0414766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.813346666666667, 'xsmm_reference_best': 2.813346666666667, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.088761362475743, 'speedup_best_over_ref': 1.088761362475743, 'xsmm_custom_avg': 3.13312, 'xsmm_custom_best': 3.13312, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.41122, 'xsmm_reference_best': 3.41122, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.080527841366325, 'speedup_best_over_ref': 1.080527841366325, 'xsmm_custom_avg': 2.1332166666666663, 'xsmm_custom_best': 2.1332166666666663, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.305, 'xsmm_reference_best': 2.305, 'xsmm_reference_cpu_freq': 2.999835, 'xsmm_reference_kernel_type': 'wide-sparse'}
