{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.036585935799069, 'speedup_best_over_ref': 1.036585935799069, 'xsmm_custom_avg': 2.924256666666667, 'xsmm_custom_best': 2.924256666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0312433333333333, 'xsmm_reference_best': 3.0312433333333333, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0954226445246298, 'speedup_best_over_ref': 1.0954226445246298, 'xsmm_custom_avg': 1.3099266666666667, 'xsmm_custom_best': 1.3099266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4349233333333333, 'xsmm_reference_best': 1.4349233333333333, 'xsmm_reference_cpu_freq': 2.999869, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0153826876271626, 'speedup_best_over_ref': 1.0153826876271626, 'xsmm_custom_avg': 3.1390266666666666, 'xsmm_custom_best': 3.1390266666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.187313333333333, 'xsmm_reference_best': 3.187313333333333, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0812587190218284, 'speedup_best_over_ref': 1.0812587190218284, 'xsmm_custom_avg': 1.2998399999999999, 'xsmm_custom_best': 1.2998399999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4054633333333333, 'xsmm_reference_best': 1.4054633333333333, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0246122990520259, 'speedup_best_over_ref': 1.0246122990520259, 'xsmm_custom_avg': 2.9118233333333334, 'xsmm_custom_best': 2.9118233333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.98349, 'xsmm_reference_best': 2.98349, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.012243471249267, 'speedup_best_over_ref': 1.012243471249267, 'xsmm_custom_avg': 6.71351, 'xsmm_custom_best': 6.71351, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.795706666666667, 'xsmm_reference_best': 6.795706666666667, 'xsmm_reference_cpu_freq': 2.999856, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8886815490524604, 'speedup_best_over_ref': 0.8886815490524604, 'xsmm_custom_avg': 11.911023333333333, 'xsmm_custom_best': 11.911023333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.585106666666666, 'xsmm_reference_best': 10.585106666666666, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9451404257351652, 'speedup_best_over_ref': 0.9451404257351652, 'xsmm_custom_avg': 16.749066666666668, 'xsmm_custom_best': 16.749066666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 15.830219999999999, 'xsmm_reference_best': 15.830219999999999, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0092763221004721, 'speedup_best_over_ref': 1.0092763221004721, 'xsmm_custom_avg': 14.212169999999999, 'xsmm_custom_best': 14.212169999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.344006666666667, 'xsmm_reference_best': 14.344006666666667, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0778518147096192, 'speedup_best_over_ref': 1.0778518147096192, 'xsmm_custom_avg': 10.124576666666666, 'xsmm_custom_best': 10.124576666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.912793333333333, 'xsmm_reference_best': 10.912793333333333, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0635330485824128, 'speedup_best_over_ref': 1.0635330485824128, 'xsmm_custom_avg': 6.873063333333333, 'xsmm_custom_best': 6.873063333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.309729999999999, 'xsmm_reference_best': 7.309729999999999, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8533996416840355, 'speedup_best_over_ref': 0.8533996416840355, 'xsmm_custom_avg': 12.117796666666667, 'xsmm_custom_best': 12.117796666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.341323333333333, 'xsmm_reference_best': 10.341323333333333, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9899032580158369, 'speedup_best_over_ref': 0.9899032580158369, 'xsmm_custom_avg': 17.079106666666668, 'xsmm_custom_best': 17.079106666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.906663333333334, 'xsmm_reference_best': 16.906663333333334, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.1099349502793705, 'speedup_best_over_ref': 1.1099349502793705, 'xsmm_custom_avg': 13.73206, 'xsmm_custom_best': 13.73206, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 15.241693333333332, 'xsmm_reference_best': 15.241693333333332, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0754433721353112, 'speedup_best_over_ref': 1.0754433721353112, 'xsmm_custom_avg': 10.09141, 'xsmm_custom_best': 10.09141, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.85274, 'xsmm_reference_best': 10.85274, 'xsmm_reference_cpu_freq': 2.999947, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.979419329792354, 'speedup_best_over_ref': 0.979419329792354, 'xsmm_custom_avg': 18.340186666666664, 'xsmm_custom_best': 18.340186666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 17.962733333333333, 'xsmm_reference_best': 17.962733333333333, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9890274671608902, 'speedup_best_over_ref': 0.9890274671608902, 'xsmm_custom_avg': 23.910006666666668, 'xsmm_custom_best': 23.910006666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.647653333333334, 'xsmm_reference_best': 23.647653333333334, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9970535414474665, 'speedup_best_over_ref': 0.9970535414474665, 'xsmm_custom_avg': 37.50378, 'xsmm_custom_best': 37.50378, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 37.393276666666665, 'xsmm_reference_best': 37.393276666666665, 'xsmm_reference_cpu_freq': 2.999854, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 192, 'a_nonzero': 672, 'a_rows': 64, 'a_size': 12288, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9437561274466693, 'speedup_best_over_ref': 0.9437561274466693, 'xsmm_custom_avg': 42.63943, 'xsmm_custom_best': 42.63943, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 40.24122333333333, 'xsmm_reference_best': 40.24122333333333, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 672, 'a_rows': 192, 'a_size': 12288, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8241583438811159, 'speedup_best_over_ref': 0.8241583438811159, 'xsmm_custom_avg': 35.13113333333333, 'xsmm_custom_best': 35.13113333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.953616666666665, 'xsmm_reference_best': 28.953616666666665, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 384, 'a_rows': 96, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7675409675619976, 'speedup_best_over_ref': 0.7675409675619976, 'xsmm_custom_avg': 21.524753333333333, 'xsmm_custom_best': 21.524753333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.52113, 'xsmm_reference_best': 16.52113, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9884822352752629, 'speedup_best_over_ref': 0.9884822352752629, 'xsmm_custom_avg': 23.814516666666666, 'xsmm_custom_best': 23.814516666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.54022666666667, 'xsmm_reference_best': 23.54022666666667, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.984904612279871, 'speedup_best_over_ref': 0.984904612279871, 'xsmm_custom_avg': 37.27628666666667, 'xsmm_custom_best': 37.27628666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.713586666666664, 'xsmm_reference_best': 36.713586666666664, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 192, 'a_nonzero': 768, 'a_rows': 64, 'a_size': 12288, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.906239295881511, 'speedup_best_over_ref': 0.906239295881511, 'xsmm_custom_avg': 44.978793333333336, 'xsmm_custom_best': 44.978793333333336, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 40.76155, 'xsmm_reference_best': 40.76155, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 768, 'a_rows': 192, 'a_size': 12288, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8100263359244864, 'speedup_best_over_ref': 0.8100263359244864, 'xsmm_custom_avg': 35.50157, 'xsmm_custom_best': 35.50157, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.75720666666667, 'xsmm_reference_best': 28.75720666666667, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 125, 'a_nonzero': 150, 'a_rows': 150, 'a_size': 18750, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.008, 'mat_file': 'data/example_mats/hex/p4/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9851889653418405, 'speedup_best_over_ref': 0.9851889653418405, 'xsmm_custom_avg': 30.144416666666668, 'xsmm_custom_best': 30.144416666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 29.697946666666667, 'xsmm_reference_best': 29.697946666666667, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 125, 'a_size': 18750, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04, 'mat_file': 'data/example_mats/hex/p4/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0278094113213596, 'speedup_best_over_ref': 1.0278094113213596, 'xsmm_custom_avg': 42.29863, 'xsmm_custom_best': 42.29863, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 43.47493, 'xsmm_reference_best': 43.47493, 'xsmm_reference_cpu_freq': 2.999833, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 150, 'a_nonzero': 750, 'a_rows': 375, 'a_size': 56250, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.013333333333333334, 'mat_file': 'data/example_mats/hex/p4/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8829037554161125, 'speedup_best_over_ref': 0.8829037554161125, 'xsmm_custom_avg': 72.17123, 'xsmm_custom_best': 72.17123, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 63.72025, 'xsmm_reference_best': 63.72025, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
