{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0375375092398897, 'speedup_best_over_ref': 1.0375375092398897, 'xsmm_custom_avg': 1.5918299999999999, 'xsmm_custom_best': 1.5918299999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6515833333333334, 'xsmm_reference_best': 1.6515833333333334, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.171881609779979, 'speedup_best_over_ref': 1.171881609779979, 'xsmm_custom_avg': 0.7012966666666667, 'xsmm_custom_best': 0.7012966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.8218366666666667, 'xsmm_reference_best': 0.8218366666666667, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.033496033805908, 'speedup_best_over_ref': 1.033496033805908, 'xsmm_custom_avg': 1.6888566666666667, 'xsmm_custom_best': 1.6888566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7454266666666665, 'xsmm_reference_best': 1.7454266666666665, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.109605741253113, 'speedup_best_over_ref': 1.109605741253113, 'xsmm_custom_avg': 0.6999633333333334, 'xsmm_custom_best': 0.6999633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.7766833333333333, 'xsmm_reference_best': 0.7766833333333333, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.025618177767877, 'speedup_best_over_ref': 1.025618177767877, 'xsmm_custom_avg': 1.5861133333333333, 'xsmm_custom_best': 1.5861133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6267466666666666, 'xsmm_reference_best': 1.6267466666666666, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0287487525928987, 'speedup_best_over_ref': 1.0287487525928987, 'xsmm_custom_avg': 3.6108233333333337, 'xsmm_custom_best': 3.6108233333333337, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.7146299999999997, 'xsmm_reference_best': 3.7146299999999997, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9876622009210089, 'speedup_best_over_ref': 0.9876622009210089, 'xsmm_custom_avg': 4.083926666666667, 'xsmm_custom_best': 4.083926666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.0335399999999995, 'xsmm_reference_best': 4.0335399999999995, 'xsmm_reference_cpu_freq': 2.999845, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9977652823527312, 'speedup_best_over_ref': 0.9977652823527312, 'xsmm_custom_avg': 7.285036666666667, 'xsmm_custom_best': 7.285036666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.2687566666666665, 'xsmm_reference_best': 7.2687566666666665, 'xsmm_reference_cpu_freq': 2.999846, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.943212372134864, 'speedup_best_over_ref': 0.943212372134864, 'xsmm_custom_avg': 7.018136666666666, 'xsmm_custom_best': 7.018136666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.619593333333333, 'xsmm_reference_best': 6.619593333333333, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0689386544074864, 'speedup_best_over_ref': 1.0689386544074864, 'xsmm_custom_avg': 5.545413333333333, 'xsmm_custom_best': 5.545413333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.9277066666666665, 'xsmm_reference_best': 5.9277066666666665, 'xsmm_reference_cpu_freq': 2.999855, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.124593152953592, 'speedup_best_over_ref': 1.124593152953592, 'xsmm_custom_avg': 3.8282199999999995, 'xsmm_custom_best': 3.8282199999999995, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.30519, 'xsmm_reference_best': 4.30519, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9337614401778488, 'speedup_best_over_ref': 0.9337614401778488, 'xsmm_custom_avg': 4.171336666666666, 'xsmm_custom_best': 4.171336666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.895033333333333, 'xsmm_reference_best': 3.895033333333333, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9819715193639237, 'speedup_best_over_ref': 0.9819715193639237, 'xsmm_custom_avg': 7.563033333333333, 'xsmm_custom_best': 7.563033333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.426683333333334, 'xsmm_reference_best': 7.426683333333334, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.93670565407962, 'speedup_best_over_ref': 0.93670565407962, 'xsmm_custom_avg': 7.18437, 'xsmm_custom_best': 7.18437, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.72964, 'xsmm_reference_best': 6.72964, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.066873026126902, 'speedup_best_over_ref': 1.066873026126902, 'xsmm_custom_avg': 5.572800000000001, 'xsmm_custom_best': 5.572800000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.94547, 'xsmm_reference_best': 5.94547, 'xsmm_reference_cpu_freq': 2.999816, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0777142830601736, 'speedup_best_over_ref': 1.0777142830601736, 'xsmm_custom_avg': 8.611973333333333, 'xsmm_custom_best': 8.611973333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.281246666666666, 'xsmm_reference_best': 9.281246666666666, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0144645253537379, 'speedup_best_over_ref': 1.0144645253537379, 'xsmm_custom_avg': 11.269409999999999, 'xsmm_custom_best': 11.269409999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.432416666666667, 'xsmm_reference_best': 11.432416666666667, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 192, 'a_size': 18432, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.020833333333333332, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9539823686036623, 'speedup_best_over_ref': 0.9539823686036623, 'xsmm_custom_avg': 19.166566666666668, 'xsmm_custom_best': 19.166566666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.284566666666667, 'xsmm_reference_best': 18.284566666666667, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 192, 'a_nonzero': 672, 'a_rows': 64, 'a_size': 12288, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9604622121265093, 'speedup_best_over_ref': 0.9604622121265093, 'xsmm_custom_avg': 21.471526666666666, 'xsmm_custom_best': 21.471526666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.62259, 'xsmm_reference_best': 20.62259, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 672, 'a_rows': 192, 'a_size': 12288, 'a_unique': 7, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0546875, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8736415208532674, 'speedup_best_over_ref': 0.8736415208532674, 'xsmm_custom_avg': 17.822626666666668, 'xsmm_custom_best': 17.822626666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 15.570586666666667, 'xsmm_reference_best': 15.570586666666667, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 384, 'a_rows': 96, 'a_size': 6144, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8701991072235703, 'speedup_best_over_ref': 0.8701991072235703, 'xsmm_custom_avg': 10.287756666666667, 'xsmm_custom_best': 10.287756666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.952396666666667, 'xsmm_reference_best': 8.952396666666667, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'wide-sparse'}
