{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0874848800247545, 'speedup_best_over_ref': 1.0874848800247545, 'xsmm_custom_avg': 1.1849666666666667, 'xsmm_custom_best': 1.1849666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2886333333333333, 'xsmm_reference_best': 1.2886333333333333, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.020079942682605, 'speedup_best_over_ref': 1.020079942682605, 'xsmm_custom_avg': 1.7679333333333331, 'xsmm_custom_best': 1.7679333333333331, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8034333333333334, 'xsmm_reference_best': 1.8034333333333334, 'xsmm_reference_cpu_freq': 2.499973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0845359376097798, 'speedup_best_over_ref': 1.0845359376097798, 'xsmm_custom_avg': 2.3721666666666668, 'xsmm_custom_best': 2.3721666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5726999999999998, 'xsmm_reference_best': 2.5726999999999998, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9333148572313561, 'speedup_best_over_ref': 0.9333148572313561, 'xsmm_custom_avg': 4.089366666666667, 'xsmm_custom_best': 4.089366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.816666666666667, 'xsmm_reference_best': 3.816666666666667, 'xsmm_reference_cpu_freq': 2.499961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.893980666326821, 'speedup_best_over_ref': 0.893980666326821, 'xsmm_custom_avg': 10.658433333333333, 'xsmm_custom_best': 10.658433333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.528433333333334, 'xsmm_reference_best': 9.528433333333334, 'xsmm_reference_cpu_freq': 2.499983, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.809814338654537, 'speedup_best_over_ref': 0.809814338654537, 'xsmm_custom_avg': 28.79256666666667, 'xsmm_custom_best': 28.79256666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.316633333333336, 'xsmm_reference_best': 23.316633333333336, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0465160744038677, 'speedup_best_over_ref': 1.0465160744038677, 'xsmm_custom_avg': 1.2203666666666666, 'xsmm_custom_best': 1.2203666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2771333333333332, 'xsmm_reference_best': 1.2771333333333332, 'xsmm_reference_cpu_freq': 2.499988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0076508264060584, 'speedup_best_over_ref': 1.0076508264060584, 'xsmm_custom_avg': 1.7122333333333333, 'xsmm_custom_best': 1.7122333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7253333333333332, 'xsmm_reference_best': 1.7253333333333332, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0133344515263336, 'speedup_best_over_ref': 1.0133344515263336, 'xsmm_custom_avg': 2.3848, 'xsmm_custom_best': 2.3848, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4166000000000003, 'xsmm_reference_best': 2.4166000000000003, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9424858081864358, 'speedup_best_over_ref': 0.9424858081864358, 'xsmm_custom_avg': 4.462666666666666, 'xsmm_custom_best': 4.462666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.206, 'xsmm_reference_best': 4.206, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8162544397804328, 'speedup_best_over_ref': 0.8162544397804328, 'xsmm_custom_avg': 10.323333333333332, 'xsmm_custom_best': 10.323333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.426466666666666, 'xsmm_reference_best': 8.426466666666666, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 5.903028955118821, 'speedup_best_over_ref': 5.903028955118821, 'xsmm_custom_avg': 29.07603333333333, 'xsmm_custom_best': 29.07603333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 171.63666666666668, 'xsmm_reference_best': 171.63666666666668, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_64_p_0.05_uniq_256.txt', 'size_n': 9600, 'speedup_avg_over_ref': 2.6971111025055174, 'speedup_best_over_ref': 2.6971111025055174, 'xsmm_custom_avg': 1.7215333333333334, 'xsmm_custom_best': 1.7215333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.643166666666665, 'xsmm_reference_best': 4.643166666666665, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'dense'}
