{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0856399672029178, 'speedup_best_over_ref': 1.0856399672029178, 'xsmm_custom_avg': 1.1789666666666667, 'xsmm_custom_best': 1.1789666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2799333333333334, 'xsmm_reference_best': 1.2799333333333334, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9938057390201126, 'speedup_best_over_ref': 0.9938057390201126, 'xsmm_custom_avg': 1.7866, 'xsmm_custom_best': 1.7866, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7755333333333332, 'xsmm_reference_best': 1.7755333333333332, 'xsmm_reference_cpu_freq': 2.499898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0693373778977542, 'speedup_best_over_ref': 1.0693373778977542, 'xsmm_custom_avg': 2.3955333333333333, 'xsmm_custom_best': 2.3955333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5616333333333334, 'xsmm_reference_best': 2.5616333333333334, 'xsmm_reference_cpu_freq': 2.499961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8735964893472558, 'speedup_best_over_ref': 0.8735964893472558, 'xsmm_custom_avg': 4.6639, 'xsmm_custom_best': 4.6639, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.074366666666666, 'xsmm_reference_best': 4.074366666666666, 'xsmm_reference_cpu_freq': 2.499937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8882561766702655, 'speedup_best_over_ref': 0.8882561766702655, 'xsmm_custom_avg': 11.145433333333335, 'xsmm_custom_best': 11.145433333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.9, 'xsmm_reference_best': 9.9, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.798441844109423, 'speedup_best_over_ref': 0.798441844109423, 'xsmm_custom_avg': 29.3381, 'xsmm_custom_best': 29.3381, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.424766666666663, 'xsmm_reference_best': 23.424766666666663, 'xsmm_reference_cpu_freq': 2.499987, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0461879238678626, 'speedup_best_over_ref': 1.0461879238678626, 'xsmm_custom_avg': 1.2189333333333332, 'xsmm_custom_best': 1.2189333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2752333333333332, 'xsmm_reference_best': 1.2752333333333332, 'xsmm_reference_cpu_freq': 2.499919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0087320923886562, 'speedup_best_over_ref': 1.0087320923886562, 'xsmm_custom_avg': 1.7101666666666666, 'xsmm_custom_best': 1.7101666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7251, 'xsmm_reference_best': 1.7251, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0246102669636061, 'speedup_best_over_ref': 1.0246102669636061, 'xsmm_custom_avg': 2.3648666666666665, 'xsmm_custom_best': 2.3648666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4230666666666663, 'xsmm_reference_best': 2.4230666666666663, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8613393239195549, 'speedup_best_over_ref': 0.8613393239195549, 'xsmm_custom_avg': 4.674, 'xsmm_custom_best': 4.674, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.0259, 'xsmm_reference_best': 4.0259, 'xsmm_reference_cpu_freq': 2.49996, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8148937409024746, 'speedup_best_over_ref': 0.8148937409024746, 'xsmm_custom_avg': 11.45, 'xsmm_custom_best': 11.45, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.330533333333333, 'xsmm_reference_best': 9.330533333333333, 'xsmm_reference_cpu_freq': 2.499924, 'xsmm_reference_kernel_type': 'sparse'}
