{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0381357728747778, 'speedup_best_over_ref': 1.0381357728747778, 'xsmm_custom_avg': 10.2205, 'xsmm_custom_best': 10.2205, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.610266666666666, 'xsmm_reference_best': 10.610266666666666, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9710821523263483, 'speedup_best_over_ref': 0.9710821523263483, 'xsmm_custom_avg': 19.8136, 'xsmm_custom_best': 19.8136, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.240633333333335, 'xsmm_reference_best': 19.240633333333335, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9264172885367697, 'speedup_best_over_ref': 0.9264172885367697, 'xsmm_custom_avg': 32.446933333333334, 'xsmm_custom_best': 32.446933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 30.0594, 'xsmm_reference_best': 30.0594, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8384044612045567, 'speedup_best_over_ref': 0.8384044612045567, 'xsmm_custom_avg': 59.5594, 'xsmm_custom_best': 59.5594, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 49.93486666666667, 'xsmm_reference_best': 49.93486666666667, 'xsmm_reference_cpu_freq': 2.499918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9110699184378841, 'speedup_best_over_ref': 0.9110699184378841, 'xsmm_custom_avg': 107.0309, 'xsmm_custom_best': 107.0309, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 97.51263333333333, 'xsmm_reference_best': 97.51263333333333, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8236798006273365, 'speedup_best_over_ref': 0.8236798006273365, 'xsmm_custom_avg': 212.56006666666664, 'xsmm_custom_best': 212.56006666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 175.08143333333334, 'xsmm_reference_best': 175.08143333333334, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.060514166884926, 'speedup_best_over_ref': 1.060514166884926, 'xsmm_custom_avg': 10.563366666666667, 'xsmm_custom_best': 10.563366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.202599999999999, 'xsmm_reference_best': 11.202599999999999, 'xsmm_reference_cpu_freq': 2.499902, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9930877989177865, 'speedup_best_over_ref': 0.9930877989177865, 'xsmm_custom_avg': 20.0515, 'xsmm_custom_best': 20.0515, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.912899999999997, 'xsmm_reference_best': 19.912899999999997, 'xsmm_reference_cpu_freq': 2.499897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9271640273970855, 'speedup_best_over_ref': 0.9271640273970855, 'xsmm_custom_avg': 31.351266666666668, 'xsmm_custom_best': 31.351266666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 29.067766666666667, 'xsmm_reference_best': 29.067766666666667, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8527622993497213, 'speedup_best_over_ref': 0.8527622993497213, 'xsmm_custom_avg': 60.17933333333334, 'xsmm_custom_best': 60.17933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 51.318666666666665, 'xsmm_reference_best': 51.318666666666665, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8459521632839955, 'speedup_best_over_ref': 0.8459521632839955, 'xsmm_custom_avg': 106.28516666666665, 'xsmm_custom_best': 106.28516666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 89.91216666666666, 'xsmm_reference_best': 89.91216666666666, 'xsmm_reference_cpu_freq': 2.499992, 'xsmm_reference_kernel_type': 'sparse'}
