{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.045966695607215, 'speedup_best_over_ref': 1.045966695607215, 'xsmm_custom_avg': 10.250900000000001, 'xsmm_custom_best': 10.250900000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.722100000000001, 'xsmm_reference_best': 10.722100000000001, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9974503272830569, 'speedup_best_over_ref': 0.9974503272830569, 'xsmm_custom_avg': 19.2443, 'xsmm_custom_best': 19.2443, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.19523333333333, 'xsmm_reference_best': 19.19523333333333, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9505816510941401, 'speedup_best_over_ref': 0.9505816510941401, 'xsmm_custom_avg': 31.44783333333333, 'xsmm_custom_best': 31.44783333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 29.893733333333333, 'xsmm_reference_best': 29.893733333333333, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8426948662706439, 'speedup_best_over_ref': 0.8426948662706439, 'xsmm_custom_avg': 59.2727, 'xsmm_custom_best': 59.2727, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 49.9488, 'xsmm_reference_best': 49.9488, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9121162299076387, 'speedup_best_over_ref': 0.9121162299076387, 'xsmm_custom_avg': 106.41896666666666, 'xsmm_custom_best': 106.41896666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 97.06646666666667, 'xsmm_reference_best': 97.06646666666667, 'xsmm_reference_cpu_freq': 2.499959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8233252557138807, 'speedup_best_over_ref': 0.8233252557138807, 'xsmm_custom_avg': 211.73729999999998, 'xsmm_custom_best': 211.73729999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 174.32866666666666, 'xsmm_reference_best': 174.32866666666666, 'xsmm_reference_cpu_freq': 2.499983, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0569909959689066, 'speedup_best_over_ref': 1.0569909959689066, 'xsmm_custom_avg': 10.617466666666667, 'xsmm_custom_best': 10.617466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.222566666666667, 'xsmm_reference_best': 11.222566666666667, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0025696902730319, 'speedup_best_over_ref': 1.0025696902730319, 'xsmm_custom_avg': 19.5484, 'xsmm_custom_best': 19.5484, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.598633333333336, 'xsmm_reference_best': 19.598633333333336, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9040287910472712, 'speedup_best_over_ref': 0.9040287910472712, 'xsmm_custom_avg': 31.7043, 'xsmm_custom_best': 31.7043, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.6616, 'xsmm_reference_best': 28.6616, 'xsmm_reference_cpu_freq': 2.499956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.853744885687951, 'speedup_best_over_ref': 0.853744885687951, 'xsmm_custom_avg': 59.815799999999996, 'xsmm_custom_best': 59.815799999999996, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 51.06743333333334, 'xsmm_reference_best': 51.06743333333334, 'xsmm_reference_cpu_freq': 2.499907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8490311088788676, 'speedup_best_over_ref': 0.8490311088788676, 'xsmm_custom_avg': 105.65686666666667, 'xsmm_custom_best': 105.65686666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 89.70596666666667, 'xsmm_reference_best': 89.70596666666667, 'xsmm_reference_cpu_freq': 2.499931, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 6.412747607950995, 'speedup_best_over_ref': 6.412747607950995, 'xsmm_custom_avg': 214.95170000000002, 'xsmm_custom_best': 214.95170000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1378.431, 'xsmm_reference_best': 1378.431, 'xsmm_reference_cpu_freq': 2.499983, 'xsmm_reference_kernel_type': 'dense'}
