{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.077614583096865, 'speedup_best_over_ref': 1.077614583096865, 'xsmm_custom_avg': 7.341833333333333, 'xsmm_custom_best': 7.341833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.911666666666667, 'xsmm_reference_best': 7.911666666666667, 'xsmm_reference_cpu_freq': 2.499879, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7856829221126391, 'speedup_best_over_ref': 0.7856829221126391, 'xsmm_custom_avg': 14.6515, 'xsmm_custom_best': 14.6515, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.511433333333333, 'xsmm_reference_best': 11.511433333333333, 'xsmm_reference_cpu_freq': 2.499952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8750385086475168, 'speedup_best_over_ref': 0.8750385086475168, 'xsmm_custom_avg': 22.397566666666666, 'xsmm_custom_best': 22.397566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.598733333333332, 'xsmm_reference_best': 19.598733333333332, 'xsmm_reference_cpu_freq': 2.499936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.851144119654033, 'speedup_best_over_ref': 0.851144119654033, 'xsmm_custom_avg': 42.108066666666666, 'xsmm_custom_best': 42.108066666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.84003333333333, 'xsmm_reference_best': 35.84003333333333, 'xsmm_reference_cpu_freq': 2.499952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8813351678741612, 'speedup_best_over_ref': 0.8813351678741612, 'xsmm_custom_avg': 87.74826666666667, 'xsmm_custom_best': 87.74826666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 77.33563333333333, 'xsmm_reference_best': 77.33563333333333, 'xsmm_reference_cpu_freq': 2.499929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0424007164754436, 'speedup_best_over_ref': 1.0424007164754436, 'xsmm_custom_avg': 190.93466666666666, 'xsmm_custom_best': 190.93466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 199.03043333333332, 'xsmm_reference_best': 199.03043333333332, 'xsmm_reference_cpu_freq': 2.499964, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0817646718601928, 'speedup_best_over_ref': 1.0817646718601928, 'xsmm_custom_avg': 7.492233333333335, 'xsmm_custom_best': 7.492233333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.104833333333334, 'xsmm_reference_best': 8.104833333333334, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7966581157111116, 'speedup_best_over_ref': 0.7966581157111116, 'xsmm_custom_avg': 13.786633333333334, 'xsmm_custom_best': 13.786633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.983233333333335, 'xsmm_reference_best': 10.983233333333335, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8444888158801025, 'speedup_best_over_ref': 0.8444888158801025, 'xsmm_custom_avg': 22.503633333333333, 'xsmm_custom_best': 22.503633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.00406666666667, 'xsmm_reference_best': 19.00406666666667, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8489443009063528, 'speedup_best_over_ref': 0.8489443009063528, 'xsmm_custom_avg': 42.819966666666666, 'xsmm_custom_best': 42.819966666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.35176666666666, 'xsmm_reference_best': 36.35176666666666, 'xsmm_reference_cpu_freq': 2.499939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8354398045019421, 'speedup_best_over_ref': 0.8354398045019421, 'xsmm_custom_avg': 88.2123, 'xsmm_custom_best': 88.2123, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 73.69606666666667, 'xsmm_reference_best': 73.69606666666667, 'xsmm_reference_cpu_freq': 2.49998, 'xsmm_reference_kernel_type': 'sparse'}
