{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0824206141197894, 'speedup_best_over_ref': 1.0824206141197894, 'xsmm_custom_avg': 7.2494, 'xsmm_custom_best': 7.2494, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.846900000000001, 'xsmm_reference_best': 7.846900000000001, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8594796470824144, 'speedup_best_over_ref': 0.8594796470824144, 'xsmm_custom_avg': 13.298666666666666, 'xsmm_custom_best': 13.298666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.429933333333334, 'xsmm_reference_best': 11.429933333333334, 'xsmm_reference_cpu_freq': 2.499961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8440972621880058, 'speedup_best_over_ref': 0.8440972621880058, 'xsmm_custom_avg': 22.87836666666667, 'xsmm_custom_best': 22.87836666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.311566666666668, 'xsmm_reference_best': 19.311566666666668, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8789853234752867, 'speedup_best_over_ref': 0.8789853234752867, 'xsmm_custom_avg': 41.0088, 'xsmm_custom_best': 41.0088, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.04613333333334, 'xsmm_reference_best': 36.04613333333334, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8834994762426349, 'speedup_best_over_ref': 0.8834994762426349, 'xsmm_custom_avg': 89.22706666666666, 'xsmm_custom_best': 89.22706666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 78.83206666666666, 'xsmm_reference_best': 78.83206666666666, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.040139199768721, 'speedup_best_over_ref': 1.040139199768721, 'xsmm_custom_avg': 191.1689, 'xsmm_custom_best': 191.1689, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 198.84226666666666, 'xsmm_reference_best': 198.84226666666666, 'xsmm_reference_cpu_freq': 2.499914, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0847163625555098, 'speedup_best_over_ref': 1.0847163625555098, 'xsmm_custom_avg': 7.5137, 'xsmm_custom_best': 7.5137, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.150233333333334, 'xsmm_reference_best': 8.150233333333334, 'xsmm_reference_cpu_freq': 2.499937, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8281552963636906, 'speedup_best_over_ref': 0.8281552963636906, 'xsmm_custom_avg': 13.409199999999998, 'xsmm_custom_best': 13.409199999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.104899999999999, 'xsmm_reference_best': 11.104899999999999, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8247683946723736, 'speedup_best_over_ref': 0.8247683946723736, 'xsmm_custom_avg': 22.491566666666664, 'xsmm_custom_best': 22.491566666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.550333333333334, 'xsmm_reference_best': 18.550333333333334, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8535842919643715, 'speedup_best_over_ref': 0.8535842919643715, 'xsmm_custom_avg': 42.673700000000004, 'xsmm_custom_best': 42.673700000000004, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.4256, 'xsmm_reference_best': 36.4256, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8484741346381213, 'speedup_best_over_ref': 0.8484741346381213, 'xsmm_custom_avg': 87.9632, 'xsmm_custom_best': 87.9632, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 74.63449999999999, 'xsmm_reference_best': 74.63449999999999, 'xsmm_reference_cpu_freq': 2.499973, 'xsmm_reference_kernel_type': 'sparse'}
