{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0766497421212629, 'speedup_best_over_ref': 1.0766497421212629, 'xsmm_custom_avg': 4.155700000000001, 'xsmm_custom_best': 4.155700000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.474233333333333, 'xsmm_reference_best': 4.474233333333333, 'xsmm_reference_cpu_freq': 2.499899, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.060822408255673, 'speedup_best_over_ref': 1.060822408255673, 'xsmm_custom_avg': 6.331, 'xsmm_custom_best': 6.331, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.716066666666666, 'xsmm_reference_best': 6.716066666666666, 'xsmm_reference_cpu_freq': 2.499874, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0073140727387881, 'speedup_best_over_ref': 1.0073140727387881, 'xsmm_custom_avg': 10.946933333333334, 'xsmm_custom_best': 10.946933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.026999999999997, 'xsmm_reference_best': 11.026999999999997, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8400686844971695, 'speedup_best_over_ref': 0.8400686844971695, 'xsmm_custom_avg': 23.624933333333335, 'xsmm_custom_best': 23.624933333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.846566666666664, 'xsmm_reference_best': 19.846566666666664, 'xsmm_reference_cpu_freq': 2.499916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9055647396597372, 'speedup_best_over_ref': 0.9055647396597372, 'xsmm_custom_avg': 42.96876666666667, 'xsmm_custom_best': 42.96876666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 38.910999999999994, 'xsmm_reference_best': 38.910999999999994, 'xsmm_reference_cpu_freq': 2.499937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8262671245228292, 'speedup_best_over_ref': 0.8262671245228292, 'xsmm_custom_avg': 87.8005, 'xsmm_custom_best': 87.8005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 72.54666666666667, 'xsmm_reference_best': 72.54666666666667, 'xsmm_reference_cpu_freq': 2.500008, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0484980714536174, 'speedup_best_over_ref': 1.0484980714536174, 'xsmm_custom_avg': 4.277833333333334, 'xsmm_custom_best': 4.277833333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.4853, 'xsmm_reference_best': 4.4853, 'xsmm_reference_cpu_freq': 2.5, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0293552076269898, 'speedup_best_over_ref': 1.0293552076269898, 'xsmm_custom_avg': 6.587133333333335, 'xsmm_custom_best': 6.587133333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.7805, 'xsmm_reference_best': 6.7805, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8980674105602209, 'speedup_best_over_ref': 0.8980674105602209, 'xsmm_custom_avg': 11.590666666666667, 'xsmm_custom_best': 11.590666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.4092, 'xsmm_reference_best': 10.4092, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8766093675852933, 'speedup_best_over_ref': 0.8766093675852933, 'xsmm_custom_avg': 23.5315, 'xsmm_custom_best': 23.5315, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.62793333333333, 'xsmm_reference_best': 20.62793333333333, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8418654348715785, 'speedup_best_over_ref': 0.8418654348715785, 'xsmm_custom_avg': 43.737433333333335, 'xsmm_custom_best': 43.737433333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.82103333333334, 'xsmm_reference_best': 36.82103333333334, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'sparse'}
