{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0837743497353902, 'speedup_best_over_ref': 1.0837743497353902, 'xsmm_custom_avg': 1.1841333333333333, 'xsmm_custom_best': 1.1841333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2833333333333334, 'xsmm_reference_best': 1.2833333333333334, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.011885538322881, 'speedup_best_over_ref': 1.011885538322881, 'xsmm_custom_avg': 1.7752666666666668, 'xsmm_custom_best': 1.7752666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7963666666666667, 'xsmm_reference_best': 1.7963666666666667, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0554591049382718, 'speedup_best_over_ref': 1.0554591049382718, 'xsmm_custom_avg': 2.4191999999999996, 'xsmm_custom_best': 2.4191999999999996, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.553366666666667, 'xsmm_reference_best': 2.553366666666667, 'xsmm_reference_cpu_freq': 2.499994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8303394512662533, 'speedup_best_over_ref': 0.8303394512662533, 'xsmm_custom_avg': 4.6094, 'xsmm_custom_best': 4.6094, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8273666666666677, 'xsmm_reference_best': 3.8273666666666677, 'xsmm_reference_cpu_freq': 2.499874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8912874968490041, 'speedup_best_over_ref': 0.8912874968490041, 'xsmm_custom_avg': 10.578666666666667, 'xsmm_custom_best': 10.578666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.428633333333332, 'xsmm_reference_best': 9.428633333333332, 'xsmm_reference_cpu_freq': 2.499989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8039142813304465, 'speedup_best_over_ref': 0.8039142813304465, 'xsmm_custom_avg': 29.328500000000002, 'xsmm_custom_best': 29.328500000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.5776, 'xsmm_reference_best': 23.5776, 'xsmm_reference_cpu_freq': 2.499895, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.082667469352014, 'speedup_best_over_ref': 1.082667469352014, 'xsmm_custom_avg': 1.2181333333333333, 'xsmm_custom_best': 1.2181333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.3188333333333333, 'xsmm_reference_best': 1.3188333333333333, 'xsmm_reference_cpu_freq': 2.499886, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.013287536800785, 'speedup_best_over_ref': 1.013287536800785, 'xsmm_custom_avg': 1.6983333333333335, 'xsmm_custom_best': 1.6983333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7209, 'xsmm_reference_best': 1.7209, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0075237481435817, 'speedup_best_over_ref': 1.0075237481435817, 'xsmm_custom_avg': 2.3791333333333333, 'xsmm_custom_best': 2.3791333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3970333333333333, 'xsmm_reference_best': 2.3970333333333333, 'xsmm_reference_cpu_freq': 2.499874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9090219115492914, 'speedup_best_over_ref': 0.9090219115492914, 'xsmm_custom_avg': 4.391900000000001, 'xsmm_custom_best': 4.391900000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.9923333333333333, 'xsmm_reference_best': 3.9923333333333333, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8915391135951705, 'speedup_best_over_ref': 0.8915391135951705, 'xsmm_custom_avg': 9.673533333333333, 'xsmm_custom_best': 9.673533333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.624333333333334, 'xsmm_reference_best': 8.624333333333334, 'xsmm_reference_cpu_freq': 2.499945, 'xsmm_reference_kernel_type': 'sparse'}
