{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.04961908822512, 'speedup_best_over_ref': 1.04961908822512, 'xsmm_custom_avg': 4.143566666666667, 'xsmm_custom_best': 4.143566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.349166666666666, 'xsmm_reference_best': 4.349166666666666, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0299374575390643, 'speedup_best_over_ref': 1.0299374575390643, 'xsmm_custom_avg': 6.6728, 'xsmm_custom_best': 6.6728, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.872566666666668, 'xsmm_reference_best': 6.872566666666668, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8522554323156697, 'speedup_best_over_ref': 0.8522554323156697, 'xsmm_custom_avg': 12.483933333333335, 'xsmm_custom_best': 12.483933333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.6395, 'xsmm_reference_best': 10.6395, 'xsmm_reference_cpu_freq': 2.499927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8407883745263679, 'speedup_best_over_ref': 0.8407883745263679, 'xsmm_custom_avg': 23.383133333333333, 'xsmm_custom_best': 23.383133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.660266666666665, 'xsmm_reference_best': 19.660266666666665, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.921459963694496, 'speedup_best_over_ref': 0.921459963694496, 'xsmm_custom_avg': 43.39103333333333, 'xsmm_custom_best': 43.39103333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 39.9831, 'xsmm_reference_best': 39.9831, 'xsmm_reference_cpu_freq': 2.499918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.822704019617972, 'speedup_best_over_ref': 0.822704019617972, 'xsmm_custom_avg': 87.75626666666668, 'xsmm_custom_best': 87.75626666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 72.19743333333332, 'xsmm_reference_best': 72.19743333333332, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0485968568339576, 'speedup_best_over_ref': 1.0485968568339576, 'xsmm_custom_avg': 4.254733333333333, 'xsmm_custom_best': 4.254733333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.461500000000001, 'xsmm_reference_best': 4.461500000000001, 'xsmm_reference_cpu_freq': 2.499955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9834821677312168, 'speedup_best_over_ref': 0.9834821677312168, 'xsmm_custom_avg': 6.580766666666666, 'xsmm_custom_best': 6.580766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.472066666666667, 'xsmm_reference_best': 6.472066666666667, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9530839150980982, 'speedup_best_over_ref': 0.9530839150980982, 'xsmm_custom_avg': 10.876866666666666, 'xsmm_custom_best': 10.876866666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.366566666666667, 'xsmm_reference_best': 10.366566666666667, 'xsmm_reference_cpu_freq': 2.499919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8526898884061433, 'speedup_best_over_ref': 0.8526898884061433, 'xsmm_custom_avg': 23.57656666666667, 'xsmm_custom_best': 23.57656666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.1035, 'xsmm_reference_best': 20.1035, 'xsmm_reference_cpu_freq': 2.499962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8591115342369994, 'speedup_best_over_ref': 0.8591115342369994, 'xsmm_custom_avg': 42.82063333333334, 'xsmm_custom_best': 42.82063333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.7877, 'xsmm_reference_best': 36.7877, 'xsmm_reference_cpu_freq': 2.499916, 'xsmm_reference_kernel_type': 'sparse'}
