{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0275128966703142, 'speedup_best_over_ref': 1.0275128966703142, 'xsmm_custom_avg': 2.985266666666667, 'xsmm_custom_best': 2.985266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0674, 'xsmm_reference_best': 3.0674, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.078892733564014, 'speedup_best_over_ref': 1.078892733564014, 'xsmm_custom_avg': 1.3486666666666667, 'xsmm_custom_best': 1.3486666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4550666666666667, 'xsmm_reference_best': 1.4550666666666667, 'xsmm_reference_cpu_freq': 2.999863, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.002349321191709, 'speedup_best_over_ref': 1.002349321191709, 'xsmm_custom_avg': 3.2066, 'xsmm_custom_best': 3.2066, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.2141333333333337, 'xsmm_reference_best': 3.2141333333333337, 'xsmm_reference_cpu_freq': 2.999847, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0722379603399435, 'speedup_best_over_ref': 1.0722379603399435, 'xsmm_custom_avg': 1.3414, 'xsmm_custom_best': 1.3414, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4383000000000001, 'xsmm_reference_best': 1.4383000000000001, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.025018022889069, 'speedup_best_over_ref': 1.025018022889069, 'xsmm_custom_avg': 2.9592, 'xsmm_custom_best': 2.9592, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0332333333333334, 'xsmm_reference_best': 3.0332333333333334, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0451219633266156, 'speedup_best_over_ref': 1.0451219633266156, 'xsmm_custom_avg': 6.715133333333333, 'xsmm_custom_best': 6.715133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.018133333333334, 'xsmm_reference_best': 7.018133333333334, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9628171842226428, 'speedup_best_over_ref': 0.9628171842226428, 'xsmm_custom_avg': 10.425066666666668, 'xsmm_custom_best': 10.425066666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.037433333333334, 'xsmm_reference_best': 10.037433333333334, 'xsmm_reference_cpu_freq': 3.000053, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9831991272273883, 'speedup_best_over_ref': 0.9831991272273883, 'xsmm_custom_avg': 16.040833333333335, 'xsmm_custom_best': 16.040833333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 15.771333333333333, 'xsmm_reference_best': 15.771333333333333, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0566815178671105, 'speedup_best_over_ref': 1.0566815178671105, 'xsmm_custom_avg': 13.137733333333333, 'xsmm_custom_best': 13.137733333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 13.882399999999999, 'xsmm_reference_best': 13.882399999999999, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0740553673883046, 'speedup_best_over_ref': 1.0740553673883046, 'xsmm_custom_avg': 10.0974, 'xsmm_custom_best': 10.0974, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.845166666666668, 'xsmm_reference_best': 10.845166666666668, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0705732955125986, 'speedup_best_over_ref': 1.0705732955125986, 'xsmm_custom_avg': 6.8510333333333335, 'xsmm_custom_best': 6.8510333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.334533333333331, 'xsmm_reference_best': 7.334533333333331, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
