{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0297293068377407, 'speedup_best_over_ref': 1.0297293068377407, 'xsmm_custom_avg': 2.982466666666667, 'xsmm_custom_best': 2.982466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0711333333333335, 'xsmm_reference_best': 3.0711333333333335, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0830865003263217, 'speedup_best_over_ref': 1.0830865003263217, 'xsmm_custom_avg': 1.3279333333333334, 'xsmm_custom_best': 1.3279333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4382666666666668, 'xsmm_reference_best': 1.4382666666666668, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.00868042967091, 'speedup_best_over_ref': 1.00868042967091, 'xsmm_custom_avg': 3.217966666666667, 'xsmm_custom_best': 3.217966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.2459, 'xsmm_reference_best': 3.2459, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0947967190634602, 'speedup_best_over_ref': 1.0947967190634602, 'xsmm_custom_avg': 1.3126333333333333, 'xsmm_custom_best': 1.3126333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4370666666666667, 'xsmm_reference_best': 1.4370666666666667, 'xsmm_reference_cpu_freq': 2.99999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0259843865747336, 'speedup_best_over_ref': 1.0259843865747336, 'xsmm_custom_avg': 2.9248333333333334, 'xsmm_custom_best': 2.9248333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0008333333333335, 'xsmm_reference_best': 3.0008333333333335, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0116047090427844, 'speedup_best_over_ref': 1.0116047090427844, 'xsmm_custom_avg': 6.750133333333333, 'xsmm_custom_best': 6.750133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.828466666666667, 'xsmm_reference_best': 6.828466666666667, 'xsmm_reference_cpu_freq': 2.999985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9758259205996993, 'speedup_best_over_ref': 0.9758259205996993, 'xsmm_custom_avg': 10.245133333333333, 'xsmm_custom_best': 10.245133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.997466666666666, 'xsmm_reference_best': 9.997466666666666, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9479148866760908, 'speedup_best_over_ref': 0.9479148866760908, 'xsmm_custom_avg': 17.166133333333335, 'xsmm_custom_best': 17.166133333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.272033333333333, 'xsmm_reference_best': 16.272033333333333, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0473328976657752, 'speedup_best_over_ref': 1.0473328976657752, 'xsmm_custom_avg': 13.057866666666666, 'xsmm_custom_best': 13.057866666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 13.675933333333335, 'xsmm_reference_best': 13.675933333333335, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.044508418107422, 'speedup_best_over_ref': 1.044508418107422, 'xsmm_custom_avg': 10.305166666666667, 'xsmm_custom_best': 10.305166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.763833333333334, 'xsmm_reference_best': 10.763833333333334, 'xsmm_reference_cpu_freq': 2.999962, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.1276844700398698, 'speedup_best_over_ref': 1.1276844700398698, 'xsmm_custom_avg': 6.922533333333333, 'xsmm_custom_best': 6.922533333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.806433333333334, 'xsmm_reference_best': 7.806433333333334, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
