{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0163605383238032, 'speedup_best_over_ref': 1.0163605383238032, 'xsmm_custom_avg': 2.3084, 'xsmm_custom_best': 2.3084, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.346166666666667, 'xsmm_reference_best': 2.346166666666667, 'xsmm_reference_cpu_freq': 2.999995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.07880291005291, 'speedup_best_over_ref': 1.07880291005291, 'xsmm_custom_avg': 1.008, 'xsmm_custom_best': 1.008, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0874333333333333, 'xsmm_reference_best': 1.0874333333333333, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0584386617100368, 'speedup_best_over_ref': 1.0584386617100368, 'xsmm_custom_avg': 2.465833333333334, 'xsmm_custom_best': 2.465833333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.609933333333333, 'xsmm_reference_best': 2.609933333333333, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0673421719248612, 'speedup_best_over_ref': 1.0673421719248612, 'xsmm_custom_avg': 1.0132333333333332, 'xsmm_custom_best': 1.0132333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0814666666666668, 'xsmm_reference_best': 1.0814666666666668, 'xsmm_reference_cpu_freq': 3.000002, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0353460334857159, 'speedup_best_over_ref': 1.0353460334857159, 'xsmm_custom_avg': 2.3114333333333335, 'xsmm_custom_best': 2.3114333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.393133333333333, 'xsmm_reference_best': 2.393133333333333, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0148349008899678, 'speedup_best_over_ref': 1.0148349008899678, 'xsmm_custom_avg': 5.273599999999999, 'xsmm_custom_best': 5.273599999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.351833333333333, 'xsmm_reference_best': 5.351833333333333, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9608709024389125, 'speedup_best_over_ref': 0.9608709024389125, 'xsmm_custom_avg': 7.261433333333333, 'xsmm_custom_best': 7.261433333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.9773, 'xsmm_reference_best': 6.9773, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9525137003956026, 'speedup_best_over_ref': 0.9525137003956026, 'xsmm_custom_avg': 11.897466666666666, 'xsmm_custom_best': 11.897466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.332500000000001, 'xsmm_reference_best': 11.332500000000001, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0087817815687365, 'speedup_best_over_ref': 1.0087817815687365, 'xsmm_custom_avg': 10.180166666666667, 'xsmm_custom_best': 10.180166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.269566666666666, 'xsmm_reference_best': 10.269566666666666, 'xsmm_reference_cpu_freq': 2.999939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0523803922227637, 'speedup_best_over_ref': 1.0523803922227637, 'xsmm_custom_avg': 7.934266666666667, 'xsmm_custom_best': 7.934266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.349866666666667, 'xsmm_reference_best': 8.349866666666667, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0589024081271976, 'speedup_best_over_ref': 1.0589024081271976, 'xsmm_custom_avg': 5.394233333333333, 'xsmm_custom_best': 5.394233333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.711966666666667, 'xsmm_reference_best': 5.711966666666667, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
