{'N_BLOCKING=1_avg': 271.502, 'N_BLOCKING=1_best': 271.502, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 265.14700000000005, 'N_BLOCKING=2_best': 265.14700000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 267.814, 'N_BLOCKING=3_best': 267.814, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 270.21799999999996, 'xsmm_reference_best': 270.21799999999996, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 168.168, 'N_BLOCKING=1_best': 168.168, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 168.112, 'N_BLOCKING=2_best': 168.112, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 168.793, 'N_BLOCKING=3_best': 168.793, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 168.801, 'xsmm_reference_best': 168.801, 'xsmm_reference_cpu_freq': 2.999887, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 206.385, 'N_BLOCKING=1_best': 206.385, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 192.919, 'N_BLOCKING=2_best': 192.919, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 199.22500000000002, 'N_BLOCKING=3_best': 199.22500000000002, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 198.579, 'xsmm_reference_best': 198.579, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 167.038, 'N_BLOCKING=1_best': 167.038, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 170.652, 'N_BLOCKING=2_best': 170.652, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 169.243, 'N_BLOCKING=3_best': 169.243, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 168.03599999999994, 'xsmm_reference_best': 168.03599999999994, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 267.811, 'N_BLOCKING=1_best': 267.811, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 263.404, 'N_BLOCKING=2_best': 263.404, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 265.323, 'N_BLOCKING=3_best': 265.323, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 262.82899999999995, 'xsmm_reference_best': 262.82899999999995, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 247.46400000000006, 'N_BLOCKING=1_best': 247.46400000000006, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.437, 'N_BLOCKING=2_best': 242.437, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 247.081, 'N_BLOCKING=3_best': 247.081, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 242.326, 'xsmm_reference_best': 242.326, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 353.413, 'N_BLOCKING=1_best': 353.413, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 405.024, 'N_BLOCKING=2_best': 405.024, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 401.938, 'N_BLOCKING=3_best': 401.938, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 392.64099999999996, 'xsmm_reference_best': 392.64099999999996, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 344.635, 'N_BLOCKING=1_best': 344.635, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 366.772, 'N_BLOCKING=2_best': 366.772, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 365.61400000000003, 'N_BLOCKING=3_best': 365.61400000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 344.51800000000003, 'xsmm_reference_best': 344.51800000000003, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 355.934, 'N_BLOCKING=1_best': 355.934, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 409.544, 'N_BLOCKING=2_best': 409.544, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 396.904, 'N_BLOCKING=3_best': 396.904, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 364.55499999999995, 'xsmm_reference_best': 364.55499999999995, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 283.286, 'N_BLOCKING=1_best': 283.286, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 281.24300000000005, 'N_BLOCKING=2_best': 281.24300000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 279.821, 'N_BLOCKING=3_best': 279.821, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 273.173, 'xsmm_reference_best': 273.173, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 272.664, 'N_BLOCKING=1_best': 272.664, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.168, 'N_BLOCKING=2_best': 257.168, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 257.879, 'N_BLOCKING=3_best': 257.879, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 258.905, 'xsmm_reference_best': 258.905, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
